fli	names
HFYMJDSXC_1_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HFYMJDSXC_2_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HFYMJDSXC_3_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HFYMJDSXC_4_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJGFDSXC_1_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJGFDSXC_2_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJGFDSXC_3_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJGFDSXC_4_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJTNDSXC_1_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJTNDSXC_2_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJTNDSXC_3_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HHJTNDSXC_4_8bp-UDP0097	A81_Callithrix geoffroyi_ATAC_1
HFYMJDSXC_1_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HFYMJDSXC_2_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HFYMJDSXC_3_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HFYMJDSXC_4_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJGFDSXC_1_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJGFDSXC_2_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJGFDSXC_3_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJGFDSXC_4_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJTNDSXC_1_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJTNDSXC_2_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJTNDSXC_3_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HHJTNDSXC_4_8bp-UDP0098	A288_Phacochoerus africanus_ATAC_2
HFYMJDSXC_1_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
HFYMJDSXC_2_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
HFYMJDSXC_3_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
HFYMJDSXC_4_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
HHJGFDSXC_1_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
HHJGFDSXC_2_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
HHJGFDSXC_3_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
HHJGFDSXC_4_8bp-UDP0099	A322_Pan troglodytes_ATAC_3
