fli	names
H52FVDSXF_1_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H52FVDSXF_2_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H52FVDSXF_3_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H52FVDSXF_4_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H7NJTDSXF_1_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H7NJTDSXF_2_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H7NJTDSXF_3_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H7NJTDSXF_4_8bp-UDP0200	A222_Crocuta crocuta_WGS_117
H52FVDSXF_1_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52FVDSXF_2_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52FVDSXF_3_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52FVDSXF_4_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52MFDSXF_1_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52MFDSXF_2_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52MFDSXF_3_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52MFDSXF_4_8bp-UDP0201	A164_Otaria byronia_WGS_108
H52FVDSXF_1_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52FVDSXF_2_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52FVDSXF_3_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52FVDSXF_4_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52MFDSXF_1_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52MFDSXF_2_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52MFDSXF_3_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52MFDSXF_4_8bp-UDP0202	A176_Ailuropoda melanoleuca_WGS_083
H52FVDSXF_1_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52FVDSXF_2_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52FVDSXF_3_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52FVDSXF_4_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52MFDSXF_1_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52MFDSXF_2_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52MFDSXF_3_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52MFDSXF_4_8bp-UDP0203	A592_Ailurus fulgens_WGS_080
H52FVDSXF_1_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52FVDSXF_2_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52FVDSXF_3_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52FVDSXF_4_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52MFDSXF_1_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52MFDSXF_2_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52MFDSXF_3_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52MFDSXF_4_8bp-UDP0204	A143_Camelus bactrianus_WGS_091
H52FVDSXF_1_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52FVDSXF_2_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52FVDSXF_3_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52FVDSXF_4_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52MFDSXF_1_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52MFDSXF_2_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52MFDSXF_3_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52MFDSXF_4_8bp-UDP0205	A153_Ursus thibetanus_WGS_092
H52FVDSXF_1_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52FVDSXF_2_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52FVDSXF_3_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52FVDSXF_4_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52MFDSXF_1_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52MFDSXF_2_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52MFDSXF_3_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52MFDSXF_4_8bp-UDP0206	A365_Panthera pardus_WGS_095
H52FVDSXF_1_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52FVDSXF_2_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52FVDSXF_3_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52FVDSXF_4_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52MFDSXF_1_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52MFDSXF_2_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52MFDSXF_3_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52MFDSXF_4_8bp-UDP0207	A462_Panthera tigris_WGS_129
H52FVDSXF_1_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52FVDSXF_2_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52FVDSXF_3_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52FVDSXF_4_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52MFDSXF_1_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52MFDSXF_2_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52MFDSXF_3_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52MFDSXF_4_8bp-UDP0208	A37_Hexaprotodon liberiensis_WGS_133
H52FVDSXF_1_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52FVDSXF_2_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52FVDSXF_3_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52FVDSXF_4_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52MFDSXF_1_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52MFDSXF_2_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52MFDSXF_3_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52MFDSXF_4_8bp-UDP0254	A345_Zalophus californianus_WGS_134
H52FVDSXF_1_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52FVDSXF_2_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52FVDSXF_3_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52FVDSXF_4_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52MFDSXF_1_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52MFDSXF_2_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52MFDSXF_3_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52MFDSXF_4_8bp-UDP0209	A526_Zalophus californianus_WGS_137
H52FVDSXF_1_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52FVDSXF_2_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52FVDSXF_3_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52FVDSXF_4_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52MFDSXF_1_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52MFDSXF_2_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52MFDSXF_3_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52MFDSXF_4_8bp-UDP0210	A446_Muntiacus reevesi_WGS_139
H52FVDSXF_1_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52FVDSXF_2_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52FVDSXF_3_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52FVDSXF_4_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52MFDSXF_1_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52MFDSXF_2_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52MFDSXF_3_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52MFDSXF_4_8bp-UDP0211	A514_Camelus bactrianus_WGS_142
H52FVDSXF_1_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52FVDSXF_2_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52FVDSXF_3_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52FVDSXF_4_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52MFDSXF_1_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52MFDSXF_2_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52MFDSXF_3_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52MFDSXF_4_8bp-UDP0212	A533_Mungos mungo_WGS_144
H52FVDSXF_1_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52FVDSXF_2_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52FVDSXF_3_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52FVDSXF_4_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52MFDSXF_1_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52MFDSXF_2_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52MFDSXF_3_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52MFDSXF_4_8bp-UDP0213	A555_Pteropus lylei_WGS_145
H52FVDSXF_1_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52FVDSXF_2_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52FVDSXF_3_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52FVDSXF_4_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52MFDSXF_1_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52MFDSXF_2_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52MFDSXF_3_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52MFDSXF_4_8bp-UDP0214	A570_Panthera pardus_WGS_153
H52FVDSXF_1_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52FVDSXF_2_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52FVDSXF_3_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52FVDSXF_4_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52MFDSXF_1_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52MFDSXF_2_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52MFDSXF_3_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52MFDSXF_4_8bp-UDP0215	A524_Suricata suricatta_WGS_158
H52FVDSXF_1_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52FVDSXF_2_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52FVDSXF_3_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52FVDSXF_4_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52MFDSXF_1_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52MFDSXF_2_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52MFDSXF_3_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52MFDSXF_4_8bp-UDP0216	A553_Mungos mungo_WGS_159
H52FVDSXF_1_8bp-UDP0226	A529_Sus scrofa_WGS_160
H52FVDSXF_2_8bp-UDP0226	A529_Sus scrofa_WGS_160
H52FVDSXF_3_8bp-UDP0226	A529_Sus scrofa_WGS_160
H52FVDSXF_4_8bp-UDP0226	A529_Sus scrofa_WGS_160
H52MFDSXF_1_8bp-UDP0226	A529_Sus scrofa_WGS_160
H52MFDSXF_2_8bp-UDP0226	A529_Sus scrofa_WGS_160
H52MFDSXF_3_8bp-UDP0226	A529_Sus scrofa_WGS_160
H52MFDSXF_4_8bp-UDP0226	A529_Sus scrofa_WGS_160
