fli	names
H7Y2FDSXF_3_8bp-UDP0140	A475_Rangifer tarandus_ATAC_81
H7Y2FDSXF_4_8bp-UDP0140	A475_Rangifer tarandus_ATAC_81
H7VYYDSXF_1_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7VYYDSXF_2_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7VYYDSXF_3_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7VYYDSXF_4_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7Y2FDSXF_1_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7Y2FDSXF_2_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7Y2FDSXF_3_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7Y2FDSXF_4_8bp-UDP0141	A169_Oryx dammah_ATAC_82
H7VYYDSXF_1_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7VYYDSXF_2_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7VYYDSXF_3_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7VYYDSXF_4_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7Y2FDSXF_1_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7Y2FDSXF_2_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7Y2FDSXF_3_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7Y2FDSXF_4_8bp-UDP0142	A365_Panthera pardus_ATAC_83
H7Y2FDSXF_1_8bp-UDP0143	A270_Capra hircus_ATAC_84
H7Y2FDSXF_2_8bp-UDP0143	A270_Capra hircus_ATAC_84
H7Y2FDSXF_3_8bp-UDP0143	A270_Capra hircus_ATAC_84
H7Y2FDSXF_4_8bp-UDP0143	A270_Capra hircus_ATAC_84
