fli	names
HHJKKDSXC_1_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJKKDSXC_2_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJKKDSXC_3_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJKKDSXC_4_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJTTDSXC_1_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJTTDSXC_2_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJTTDSXC_3_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJTTDSXC_4_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJY3DSXC_1_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJY3DSXC_2_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJY3DSXC_3_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
HHJY3DSXC_4_8bp-UDP0160	A203_Pleurodeles waltl_WGS_021
