fli	names
H7VWWDSXF_1_8bp-UDP0315	A472_Canis lupus_WGS_168
H7VWWDSXF_2_8bp-UDP0315	A472_Canis lupus_WGS_168
H7VWWDSXF_3_8bp-UDP0315	A472_Canis lupus_WGS_168
H7VWWDSXF_4_8bp-UDP0315	A472_Canis lupus_WGS_168
HCTHHDSXF_1_8bp-UDP0315	A472_Canis lupus_WGS_168
HCTHHDSXF_2_8bp-UDP0315	A472_Canis lupus_WGS_168
HCTHHDSXF_3_8bp-UDP0315	A472_Canis lupus_WGS_168
HCTHHDSXF_4_8bp-UDP0315	A472_Canis lupus_WGS_168
H7VWWDSXF_1_8bp-UDP0316	A615_Muntiacus reevesi_WGS_177
H7VWWDSXF_2_8bp-UDP0316	A615_Muntiacus reevesi_WGS_177
H7VWWDSXF_3_8bp-UDP0316	A615_Muntiacus reevesi_WGS_177
H7VWWDSXF_4_8bp-UDP0316	A615_Muntiacus reevesi_WGS_177
H7VWWDSXF_1_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
H7VWWDSXF_2_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
H7VWWDSXF_3_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
H7VWWDSXF_4_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
HCTHHDSXF_1_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
HCTHHDSXF_2_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
HCTHHDSXF_3_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
HCTHHDSXF_4_8bp-UDP0317	A361_Crocodylus rhombifer_WGS_179
H7VWWDSXF_1_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
H7VWWDSXF_2_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
H7VWWDSXF_3_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
H7VWWDSXF_4_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
HCTHHDSXF_1_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
HCTHHDSXF_2_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
HCTHHDSXF_3_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
HCTHHDSXF_4_8bp-UDP0318	A363_Lampropeltis triangulum_WGS_184
H7VWWDSXF_1_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
H7VWWDSXF_2_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
H7VWWDSXF_3_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
H7VWWDSXF_4_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
HCTHHDSXF_1_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
HCTHHDSXF_2_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
HCTHHDSXF_3_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
HCTHHDSXF_4_8bp-UDP0319	A479_Eublepharis macularius_WGS_185
H7VWWDSXF_1_8bp-UDP0320	A88_Stigmochelys pardalis_WGS_194
H7VWWDSXF_2_8bp-UDP0320	A88_Stigmochelys pardalis_WGS_194
H7VWWDSXF_3_8bp-UDP0320	A88_Stigmochelys pardalis_WGS_194
H7VWWDSXF_4_8bp-UDP0320	A88_Stigmochelys pardalis_WGS_194
H7VWWDSXF_1_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
H7VWWDSXF_2_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
H7VWWDSXF_3_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
H7VWWDSXF_4_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
HCTHHDSXF_1_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
HCTHHDSXF_2_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
HCTHHDSXF_3_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
HCTHHDSXF_4_8bp-UDP0321V3	A373_Aonyx cinereus_WGS_200
H7VWWDSXF_1_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
H7VWWDSXF_2_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
H7VWWDSXF_3_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
H7VWWDSXF_4_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
HCTHHDSXF_1_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
HCTHHDSXF_2_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
HCTHHDSXF_3_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
HCTHHDSXF_4_8bp-UDP0322	A288_Phacochoerus africanus_WGS_218
H7VWWDSXF_1_8bp-UDP0323	A65_Panthera leo_WGS_224
H7VWWDSXF_2_8bp-UDP0323	A65_Panthera leo_WGS_224
H7VWWDSXF_3_8bp-UDP0323	A65_Panthera leo_WGS_224
H7VWWDSXF_4_8bp-UDP0323	A65_Panthera leo_WGS_224
HCTHHDSXF_1_8bp-UDP0323	A65_Panthera leo_WGS_224
HCTHHDSXF_2_8bp-UDP0323	A65_Panthera leo_WGS_224
HCTHHDSXF_3_8bp-UDP0323	A65_Panthera leo_WGS_224
HCTHHDSXF_4_8bp-UDP0323	A65_Panthera leo_WGS_224
H7VWWDSXF_1_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
H7VWWDSXF_2_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
H7VWWDSXF_3_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
H7VWWDSXF_4_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
HCTHHDSXF_1_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
HCTHHDSXF_2_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
HCTHHDSXF_3_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
HCTHHDSXF_4_8bp-UDP0324	A48_Giraffa camelopardalis_WGS_227
H7VWWDSXF_1_8bp-UDP0325	A422_Mustela lutreola_WGS_230
H7VWWDSXF_2_8bp-UDP0325	A422_Mustela lutreola_WGS_230
H7VWWDSXF_3_8bp-UDP0325	A422_Mustela lutreola_WGS_230
H7VWWDSXF_4_8bp-UDP0325	A422_Mustela lutreola_WGS_230
H7VWWDSXF_1_8bp-UDP0326	A439_Panthera tigris_WGS_236
H7VWWDSXF_2_8bp-UDP0326	A439_Panthera tigris_WGS_236
H7VWWDSXF_3_8bp-UDP0326	A439_Panthera tigris_WGS_236
H7VWWDSXF_4_8bp-UDP0326	A439_Panthera tigris_WGS_236
HF7Y5DSXF_1_8bp-UDP0326	A439_Panthera tigris_WGS_236
HF7Y5DSXF_2_8bp-UDP0326	A439_Panthera tigris_WGS_236
HF7Y5DSXF_3_8bp-UDP0326	A439_Panthera tigris_WGS_236
HF7Y5DSXF_4_8bp-UDP0326	A439_Panthera tigris_WGS_236
H7VWWDSXF_1_8bp-UDP0327	A463_Canis lupus_WGS_237
H7VWWDSXF_2_8bp-UDP0327	A463_Canis lupus_WGS_237
H7VWWDSXF_3_8bp-UDP0327	A463_Canis lupus_WGS_237
H7VWWDSXF_4_8bp-UDP0327	A463_Canis lupus_WGS_237
HCTHHDSXF_1_8bp-UDP0327	A463_Canis lupus_WGS_237
HCTHHDSXF_2_8bp-UDP0327	A463_Canis lupus_WGS_237
HCTHHDSXF_3_8bp-UDP0327	A463_Canis lupus_WGS_237
HCTHHDSXF_4_8bp-UDP0327	A463_Canis lupus_WGS_237
H7VWWDSXF_1_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
H7VWWDSXF_2_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
H7VWWDSXF_3_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
H7VWWDSXF_4_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
HCTHHDSXF_1_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
HCTHHDSXF_2_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
HCTHHDSXF_3_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
HCTHHDSXF_4_8bp-UDP0279	A213_Chamaeleo chamaeleon_WGS_238
H7VWWDSXF_1_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
H7VWWDSXF_2_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
H7VWWDSXF_3_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
H7VWWDSXF_4_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
HCTHHDSXF_1_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
HCTHHDSXF_2_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
HCTHHDSXF_3_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
HCTHHDSXF_4_8bp-UDP0328	A331_Megaptera novaeangliae_WGS_247
H7VWWDSXF_1_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
H7VWWDSXF_2_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
H7VWWDSXF_3_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
H7VWWDSXF_4_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
HCTHHDSXF_1_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
HCTHHDSXF_2_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
HCTHHDSXF_3_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
HCTHHDSXF_4_8bp-UDP0329	A428_Osteolaemus tetraspis_WGS_248
H7VWWDSXF_1_8bp-UDP0330	A403_Panthera onca_WGS_249
H7VWWDSXF_2_8bp-UDP0330	A403_Panthera onca_WGS_249
H7VWWDSXF_3_8bp-UDP0330	A403_Panthera onca_WGS_249
H7VWWDSXF_4_8bp-UDP0330	A403_Panthera onca_WGS_249
H7VWWDSXF_1_8bp-UDP0331	A32_Panthera onca_WGS_250
H7VWWDSXF_2_8bp-UDP0331	A32_Panthera onca_WGS_250
H7VWWDSXF_3_8bp-UDP0331	A32_Panthera onca_WGS_250
H7VWWDSXF_4_8bp-UDP0331	A32_Panthera onca_WGS_250
H7VWYDSXF_1_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
H7VWYDSXF_2_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
H7VWYDSXF_3_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
H7VWYDSXF_4_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
HCTHHDSXF_1_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
HCTHHDSXF_2_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
HCTHHDSXF_3_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
HCTHHDSXF_4_8bp-UDP0332	A440_Pteronura brasiliensis_WGS_251
H7VWWDSXF_1_8bp-UDP0333	A159_Sus scrofa_WGS_254
H7VWWDSXF_2_8bp-UDP0333	A159_Sus scrofa_WGS_254
H7VWWDSXF_3_8bp-UDP0333	A159_Sus scrofa_WGS_254
H7VWWDSXF_4_8bp-UDP0333	A159_Sus scrofa_WGS_254
HCTHHDSXF_1_8bp-UDP0333	A159_Sus scrofa_WGS_254
HCTHHDSXF_2_8bp-UDP0333	A159_Sus scrofa_WGS_254
HCTHHDSXF_3_8bp-UDP0333	A159_Sus scrofa_WGS_254
HCTHHDSXF_4_8bp-UDP0333	A159_Sus scrofa_WGS_254
